hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,UsdlK,website,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,ah5Ghc,W4Efsd 7,M4A5Cf,ah5Ghc 2,email
"https://www.google.com/maps/place/Ryan+Cole+%7C+ColeConnection+%7C+Real+Estate,+Royal+LePage+Performance+Realty/data=!4m7!3m6!1s0x4cce13d6083186bb:0x2c7a97c33665aaca!8m2!3d45.3806536!4d-75.6700255!16s%2Fg%2F1thw6byr!19sChIJu4YxCNYTzkwRyqplNsOXeiw?authuser=0&hl=en&rclk=1","Ryan Cole | ColeConnection | Real Estate, Royal LePage Performance Realty",4.9,-125,Real Estate Agency,·,,"Royal LePage Performance Realty, 1500 Bank St #201",·,Closed,,(613) 295-2986,http://www.coleconnection.ca/,,Website,,Directions,,⋅ Opens 8 a.m.,,,
https://www.google.com/maps/place/One+Percent+Realty+Ltd.+Ottawa+%28Ed+Alculumbre%29/data=!4m7!3m6!1s0x4cce05f021e5c423:0x85153fb2d947fa89!8m2!3d45.4056082!4d-75.7261688!16s%2Fg%2F11tc0y_kwc!19sChIJI8TlIfAFzkwRifpH2bI_FYU?authuser=0&hl=en&rclk=1,One Percent Realty Ltd. Ottawa (Ed Alculumbre),4.9,-58,Real Estate Agency,·,,56 Merton St #2,·,Closed,,(613) 325-2103,https://ontario.onepercentrealty.com/agents/1464,,Website,,Directions,Online appointments,⋅ Opens 7 a.m.,·,Onsite services not available,
https://www.google.com/maps/place/The+Agent+DK+Team+-+Ottawa+Real+Estate+Agents+-+eXp+Realty+Brokerage/data=!4m7!3m6!1s0x4ccde2d4947ad263:0xf04992797e717dc!8m2!3d45.2698002!4d-75.7363349!16s%2Fg%2F11dyqsp8p0!19sChIJY9J6lNTizUwR3BfnlyeZBA8?authuser=0&hl=en&rclk=1,The Agent DK Team - Ottawa Real Estate Agents - eXp Realty Brokerage,5,-394,Real Estate Agency,·,,·,200 Glenroy Gilbert Dr #101,Closed,·,(613) 883-5555,http://www.agentdk.com/,,Website,,Directions,Onsite services,⋅ Opens 7 a.m.,·,Online appointments,
https://www.google.com/maps/place/Pierre+Acouri+-+Realtor/data=!4m7!3m6!1s0x4cce05ae3a765ce7:0x5553306dd3204c0e!8m2!3d45.4130306!4d-75.6918703!16s%2Fg%2F11c1vrw_7v!19sChIJ51x2Oq4FzkwRDkwg020wU1U?authuser=0&hl=en&rclk=1,Pierre Acouri - Realtor,5,-221,Real Estate Agency,·,,344 O'Connor St,·,Closed,,(613) 266-3355,http://www.facebook.com/pacourirealtor/,,Website,,Directions,Onsite services,⋅ Opens 9 a.m.,·,Online appointments,
https://www.google.com/maps/place/Nick+of+Time+Realty/data=!4m7!3m6!1s0x4cce05fe244946b7:0x700b3877351cae23!8m2!3d45.380482!4d-75.6702761!16s%2Fg%2F11cjj18bwn!19sChIJt0ZJJP4FzkwRI64cNXc4C3A?authuser=0&hl=en&rclk=1,Nick of Time Realty,5,-41,Real Estate Agency,·,,1500 Bank St #201,·,Open 24 hours,,(613) 868-1281,http://nickwilson.royallepage.ca/,,Website,,Directions,Onsite services,,·,Online appointments,
https://www.google.com/maps/place/Roch+St-Georges+-+EXIT+Realty/data=!4m7!3m6!1s0x4cce1190ff1b9651:0x6875a953c2eac681!8m2!3d45.4667769!4d-75.5349594!16s%2Fg%2F11c3x93cmb!19sChIJUZYb_5ARzkwRgcbqwlOpdWg?authuser=0&hl=en&rclk=1,Roch St-Georges - EXIT Realty,5,-56,Real Estate Agency,·,,2131 St Joseph Blvd,·,Closed,,(613) 889-7732,https://www.rochstgeorges.ca/,,Website,,Directions,Onsite services,⋅ Opens 8:30 a.m.,·,Online appointments,
https://www.google.com/maps/place/Skaff+Real+Estate+Group/data=!4m7!3m6!1s0x4cce05b5813dd88b:0x30d96557dd4aa16a!8m2!3d45.3985581!4d-75.7084329!16s%2Fg%2F1pt_2f_v7!19sChIJi9g9gbUFzkwRaqFK3Vdl2TA?authuser=0&hl=en&rclk=1,Skaff Real Estate Group,4.9,-127,Real Estate Agency,·,,482 Preston St,·,Closed,,(613) 739-9999,http://skaffrealestate.com/,,Website,,Directions,Onsite services,⋅ Opens 9 a.m.,·,Online appointments,
https://www.google.com/maps/place/The+Home+Bosses+Real+Estate+Team+-+Solid+Rock+Realty/data=!4m7!3m6!1s0x4cce07ea190fb315:0x1b627a87cb9d4149!8m2!3d45.3275863!4d-75.7127083!16s%2Fg%2F11gbfd5vpz!19sChIJFbMPGeoHzkwRSUGdy4d6Yhs?authuser=0&hl=en&rclk=1,The Home Bosses Real Estate Team - Solid Rock Realty,5,-23,Real Estate Agency,·,,5 Corvus Ct,·,Open 24 hours,,(613) 520-4150,http://thehomebosses.com/,,Website,,Directions,Onsite services,,·,Online appointments,
https://www.google.com/maps/place/Royal+LePage+Team+Realty+Brokerage/data=!4m7!3m6!1s0x4cce069e9490d93d:0xe1cdb2db77b78cc2!8m2!3d45.3784336!4d-75.7525554!16s%2Fg%2F1thpwgfv!19sChIJPdmQlJ4GzkwRwoy3d9uyzeE?authuser=0&hl=en&rclk=1,Royal LePage Team Realty Brokerage,4.6,-25,Real Estate Agency,·,,·,1723 Carling Ave,Closed,·,(613) 725-1171,https://www.teamrealty.ca/,,Website,,Directions,Onsite services,⋅ Opens 9 a.m.,·,Online appointments,
"https://www.google.com/maps/place/Danny+Dawson,+Real+Estate+Broker+in+Ottawa+and+Outaouais/data=!4m7!3m6!1s0x4cce05ba7ad4fb29:0x8c13b0669d60301b!8m2!3d45.4091219!4d-75.6892052!16s%2Fg%2F11b6v8p9mn!19sChIJKfvUeroFzkwRGzBgnWawE4w?authuser=0&hl=en&rclk=1","Danny Dawson, Real Estate Broker in Ottawa and Outaouais",4.9,-44,Real Estate Agency,·,,165 Pretoria Ave,·,Open 24 hours,,(613) 204-0515,http://dawsonteam.ca/,,Website,,Directions,Onsite services,,·,Online appointments,
https://www.google.com/maps/place/Sutton+Group+-+Ottawa+Realty+%28Hintonburg%29/data=!4m7!3m6!1s0x4cce06fc00efffff:0x77f350fe494527eb!8m2!3d45.4017957!4d-75.7266667!16s%2Fg%2F11hdf3bp35!19sChIJ___vAPwGzkwR6ydFSf5Q83c?authuser=0&hl=en&rclk=1,Sutton Group - Ottawa Realty (Hintonburg),5,-18,Real Estate Agency,·,,1130 Wellington St. W #4,·,Closed,,(613) 744-5000,http://www.suttonottawa.ca/,,Website,,Directions,,⋅ Opens 9 a.m.,,,
"https://www.google.com/maps/place/RE%2FMAX+Affiliates+LTD,+Brokerage:+Marc+Parenteau/data=!4m7!3m6!1s0x4ccdff70a7010a29:0x143d40041cd3e6d3!8m2!3d45.3008333!4d-75.9141266!16s%2Fg%2F11gg65hmv0!19sChIJKQoBp3D_zUwR0-bTHARAPRQ?authuser=0&hl=en&rclk=1","RE/MAX Affiliates LTD, Brokerage: Marc Parenteau",4.9,-62,Real Estate Agency,·,,747 Silver Seven Rd #29,,,,(613) 581-5711,http://marcparenteau.com/,,Website,,Directions,,,,,
https://www.google.com/maps/place/Kelly+%26+Kerry+-+Royal+Lepage+Realty/data=!4m7!3m6!1s0x4cce06a9e5fd9a0d:0x95f02fc6d98a6c3f!8m2!3d45.3909948!4d-75.7556192!16s%2Fg%2F11gdvgdq24!19sChIJDZr95akGzkwRP2yK2cYv8JU?authuser=0&hl=en&rclk=1,Kelly & Kerry - Royal Lepage Realty,5,-88,Real Estate Agency,·,,384 Richmond Rd,·,Closed,,(613) 729-9090,http://kellyandkerry.com/,,Website,,Directions,Onsite services,⋅ Opens 8 a.m.,,,
https://www.google.com/maps/place/RE%2FMAX+Hallmark+Sam+Moussa+Realty/data=!4m7!3m6!1s0x4cce00a3a42a5587:0x8c5711f0d25426b1!8m2!3d45.2859368!4d-75.8680446!16s%2Fg%2F11ddx536p9!19sChIJh1UqpKMAzkwRsSZU0vARV4w?authuser=0&hl=en&rclk=1,RE/MAX Hallmark Sam Moussa Realty,4.9,-169,Real Estate Agency,·,,700 Eagleson Rd #105,·,Closed,,(613) 715-1482,http://www.sammoussa.com/,,Website,,Directions,Onsite services,⋅ Opens 9 a.m.,,,
https://www.google.com/maps/place/Houses+for+Sale+Ottawa/data=!4m7!3m6!1s0x4ccde2db5289253b:0x26135b34bbd291fb!8m2!3d45.278746!4d-75.6999331!16s%2Fg%2F11gbpnw_gb!19sChIJOyWJUtvizUwR-5HSuzRbEyY?authuser=0&hl=en&rclk=1,Houses for Sale Ottawa,4.7,-14,Real Estate Agency,·,,76 Ryeburn Dr,·,Closed,,(613) 408-7935,http://housesforsaleottawa.ca/,,Website,,Directions,Onsite services,⋅ Opens 9 a.m.,·,Online appointments,
https://www.google.com/maps/place/Liza+Wilson-Ottawa+Real+Estate+Agent/data=!4m7!3m6!1s0x4cce07639c4eb185:0x82679742c4b4be65!8m2!3d45.3275863!4d-75.7127083!16s%2Fg%2F11p5xsjyxw!19sChIJhbFOnGMHzkwRZb60xEKXZ4I?authuser=0&hl=en&rclk=1,Liza Wilson-Ottawa Real Estate Agent,5,-85,Real Estate Agency,·,,5 Corvus Ct,·,Closed,,(613) 867-5492,https://www.lizawilson-ottawarealestate.com/,,Website,,Directions,Onsite services,⋅ Opens 8 a.m.,·,Online appointments,
https://www.google.com/maps/place/Mat+Valois+Luxury+Real+Estate+-+Engel+%26+Volkers+Ottawa/data=!4m7!3m6!1s0x4cce07444b6ebe9f:0xccefb5bc24e27ab9!8m2!3d45.3714265!4d-75.7523762!16s%2Fg%2F11q3qxj34l!19sChIJn75uS0QHzkwRuXriJLy178w?authuser=0&hl=en&rclk=1,Mat Valois Luxury Real Estate - Engel & Volkers Ottawa,5,-23,Real Estate Agency,·,,1749 Woodward Dr,·,Open 24 hours,,(613) 229-9981,http://matvalois.com/,,Website,,Directions,Onsite services,,·,Online appointments,
